DATE,Retail_Sales_Real, Retail_Sales_Lag1, Retail_Sales_Lag2, Retail_Sales_Lag3, Retail_Sales_Lag6, Retail_Sales_Lag12,Retail_Sales_Rolling_Mean,Retail_Sales_Rolling_Std,month_sin,month_cos,is_holiday,is_promo
2021-02-01,488805,501604.0,485949.0,478079.0,473696.0,447972.0,492119.3333333333,8337.167404660617,0.8660254037844386,0.5000000000000001,0,0
2021-03-01,539607,488805.0,501604.0,485949.0,482702.0,420954.0,510005.3333333333,26422.482894938847,1.0,6.123233995736766e-17,0,0
2021-04-01,542199,539607.0,488805.0,501604.0,480763.0,370296.0,523537.0,30106.701645979134,0.8660254037844387,-0.4999999999999998,0,0
2021-05-01,536589,542199.0,539607.0,488805.0,478079.0,437957.0,539465.0,2807.6944278184233,0.49999999999999994,-0.8660254037844387,0,0
2021-06-01,540152,536589.0,542199.0,539607.0,485949.0,465800.0,539646.6666666666,2838.9340135579005,1.2246467991473532e-16,-1.0,0,0
2021-07-01,528600,540152.0,536589.0,542199.0,501604.0,471873.0,535113.6666666666,5915.626115073172,-0.4999999999999997,-0.8660254037844388,0,0
2021-08-01,532477,528600.0,540152.0,536589.0,488805.0,473696.0,533743.0,5879.13624608261,-0.8660254037844385,-0.5000000000000004,0,0
2021-09-01,536651,532477.0,528600.0,540152.0,539607.0,482702.0,532576.0,4026.412919709344,-1.0,-1.8369701987210297e-16,0,0
2021-10-01,545361,536651.0,532477.0,528600.0,542199.0,480763.0,538163.0,6573.733490186709,-0.8660254037844386,0.5000000000000001,0,0
2021-11-01,551082,545361.0,536651.0,532477.0,536589.0,478079.0,544364.6666666666,7266.907893549763,-0.5000000000000004,0.8660254037844384,0,0
2021-12-01,547277,551082.0,545361.0,536651.0,540152.0,485949.0,547906.6666666666,2912.0131066559534,-2.4492935982947064e-16,1.0,0,0
2022-01-01,560257,547277.0,551082.0,545361.0,528600.0,501604.0,552872.0,6672.568845654783,0.49999999999999994,0.8660254037844387,1,0
2022-02-01,563777,560257.0,547277.0,551082.0,532477.0,488805.0,557103.6666666666,8690.232064412108,0.8660254037844386,0.5000000000000001,0,0
2022-03-01,574485,563777.0,560257.0,547277.0,536651.0,539607.0,566173.0,7410.439123291094,1.0,6.123233995736766e-17,0,0
2022-04-01,580943,574485.0,563777.0,560257.0,545361.0,542199.0,573068.3333333334,8670.242057367048,0.8660254037844387,-0.4999999999999998,0,0
2022-05-01,579844,580943.0,574485.0,563777.0,551082.0,536589.0,578424.0,3455.2483268215005,0.49999999999999994,-0.8660254037844387,0,0
2022-06-01,585556,579844.0,580943.0,574485.0,547277.0,540152.0,582114.3333333334,3030.8006093004556,1.2246467991473532e-16,-1.0,0,0
2022-07-01,579267,585556.0,579844.0,580943.0,560257.0,528600.0,581555.6666666666,3476.3820752811266,-0.4999999999999997,-0.8660254037844388,0,0
2022-08-01,581196,579267.0,585556.0,579844.0,563777.0,532477.0,582006.3333333334,3221.856659340385,-0.8660254037844385,-0.5000000000000004,0,0
2022-09-01,579446,581196.0,579267.0,585556.0,574485.0,536651.0,579969.6666666666,1065.8003252655128,-1.0,-1.8369701987210297e-16,0,0
2022-10-01,585006,579446.0,581196.0,579267.0,580943.0,545361.0,581882.6666666666,2842.8917202975185,-0.8660254037844386,0.5000000000000001,0,0
2022-11-01,576356,585006.0,579446.0,581196.0,579844.0,551082.0,580269.3333333334,4383.381495299755,-0.5000000000000004,0.8660254037844384,0,0
2022-12-01,569119,576356.0,585006.0,579446.0,585556.0,547277.0,576827.0,7953.965866157772,-2.4492935982947064e-16,1.0,0,0
2023-01-01,591964,569119.0,576356.0,585006.0,579267.0,560257.0,579146.3333333334,11675.314828017956,0.49999999999999994,0.8660254037844387,1,0
2023-02-01,586165,591964.0,569119.0,576356.0,581196.0,563777.0,582416.0,11874.963452575445,0.8660254037844386,0.5000000000000001,0,0
2023-03-01,578812,586165.0,591964.0,569119.0,579446.0,574485.0,585647.0,6591.283562402888,1.0,6.123233995736766e-17,0,0
2023-04-01,583874,578812.0,586165.0,591964.0,585006.0,580943.0,582950.3333333334,3762.515426325294,0.8660254037844387,-0.4999999999999998,0,0
2023-05-01,586286,583874.0,578812.0,586165.0,576356.0,579844.0,582990.6666666666,3814.4956853214553,0.49999999999999994,-0.8660254037844387,0,0
2023-06-01,588670,586286.0,583874.0,578812.0,569119.0,585556.0,586276.6666666666,2398.013622425067,1.2246467991473532e-16,-1.0,0,0
2023-07-01,589257,588670.0,586286.0,583874.0,591964.0,579267.0,588071.0,1573.4710038646813,-0.4999999999999997,-0.8660254037844388,0,0
2023-08-01,595191,589257.0,588670.0,586286.0,586165.0,581196.0,591039.3333333334,3607.408257092083,-0.8660254037844385,-0.5000000000000004,0,0
2023-09-01,598956,595191.0,589257.0,588670.0,578812.0,579446.0,594468.0,4889.754288305573,-1.0,-1.8369701987210297e-16,0,0
2023-10-01,595517,598956.0,595191.0,589257.0,583874.0,585006.0,596554.6666666666,2085.9938478662975,-0.8660254037844386,0.5000000000000001,0,0
2023-11-01,593567,595517.0,598956.0,595191.0,586286.0,576356.0,596013.3333333334,2728.569283220815,-0.5000000000000004,0.8660254037844384,0,0
2023-12-01,594256,593567.0,595517.0,598956.0,588670.0,569119.0,594446.6666666666,988.883377014819,-2.4492935982947064e-16,1.0,0,0
2024-01-01,588944,594256.0,593567.0,595517.0,589257.0,591964.0,592255.6666666666,2888.6038726928455,0.49999999999999994,0.8660254037844387,1,0
2024-02-01,593206,588944.0,594256.0,593567.0,595191.0,586165.0,592135.3333333334,2813.197706051965,0.8660254037844386,0.5000000000000001,0,0
2024-03-01,596488,593206.0,588944.0,594256.0,598956.0,578812.0,592879.3333333334,3782.593995307452,1.0,6.123233995736766e-17,0,0
2024-04-01,596714,596488.0,593206.0,588944.0,595517.0,583874.0,595469.3333333334,1963.358686877118,0.8660254037844387,-0.4999999999999998,0,0
2024-05-01,598821,596714.0,596488.0,593206.0,593567.0,586286.0,597341.0,1286.689162153176,0.49999999999999994,-0.8660254037844387,0,0
2024-06-01,598032,598821.0,596714.0,596488.0,594256.0,588670.0,597855.6666666666,1064.5103725825225,1.2246467991473532e-16,-1.0,0,0
2024-07-01,606077,598032.0,598821.0,596714.0,588944.0,589257.0,600976.6666666666,4434.600357792792,-0.4999999999999997,-0.8660254037844388,0,0
2024-08-01,604173,606077.0,598032.0,598821.0,593206.0,595191.0,602760.6666666666,4204.345410802503,-0.8660254037844385,-0.5000000000000004,0,0
2024-09-01,608701,604173.0,606077.0,598032.0,596488.0,598956.0,606317.0,2273.520617897025,-1.0,-1.8369701987210297e-16,0,0
2024-10-01,612570,608701.0,604173.0,606077.0,596714.0,595517.0,608481.3333333334,4202.807672655993,-0.8660254037844386,0.5000000000000001,0,0
2024-11-01,616833,612570.0,608701.0,604173.0,598821.0,593567.0,612701.3333333334,4067.5904825013836,-0.5000000000000004,0.8660254037844384,0,1
2024-12-01,622396,616833.0,612570.0,608701.0,598032.0,594256.0,617266.3333333334,4927.311877011193,-2.4492935982947064e-16,1.0,0,0
2025-01-01,615973,622396.0,616833.0,612570.0,606077.0,588944.0,618400.6666666666,3486.6769757658026,0.49999999999999994,0.8660254037844387,1,0
2025-02-01,617125,615973.0,622396.0,616833.0,604173.0,593206.0,618498.0,3424.55529959761,0.8660254037844386,0.5000000000000001,0,0
2025-03-01,625678,617125.0,615973.0,622396.0,608701.0,596488.0,619592.0,5302.011222168629,1.0,6.123233995736766e-17,0,0
